,ppr
1379,194.6021739130435
1380,194.59087617668357
1381,194.5723589001447
1382,194.56037599421546
1383,194.53757225433526
1384,194.5205776173285
1385,194.5079365079365
1386,194.49675558759913
1387,194.47190201729106
1388,194.4442044636429
1389,194.39856115107915
1390,194.2925952552121
1391,194.17744252873564
1392,194.1442928930366
1393,194.09827833572453
1394,194.05232974910393
1395,194.00214899713467
1396,193.96564065855404
1397,193.94921316165951
1398,193.93280914939243
1399,193.89857142857142
1400,193.8658101356174
1401,193.83095577746076
1402,193.87241625089095
1403,193.88532763532763
1404,193.9053380782918
1405,193.91963015647227
1406,193.953802416489
1407,193.97017045454547
1408,193.97941802696948
1409,193.9936170212766
1410,194.0077958894401
1411,194.02337110481585
1412,194.01769285208775
1413,194.007072135785
1414,193.98303886925794
1415,193.9385593220339
1416,193.8348623853211
1417,193.6981664315938
1418,193.62085976039464
1419,193.55492957746478
1420,193.48979591836735
1421,193.43037974683546
1422,193.40126493323964
1423,193.37640449438203
1424,193.3838596491228
1425,193.41584852734923
1426,193.38822704975473
1427,193.3655462184874
1428,193.3477956613016
1429,193.34965034965035
1430,193.3508036338225
1431,193.3526536312849
1432,193.3572923935799
1433,193.3584379358438
1434,193.3595818815331
1435,193.3300835654596
1436,193.30132219902575
1437,193.27955493741308
1438,193.26129256428075
1439,193.24652777777777
1440,193.20471894517695
1441,193.1518723994452
1442,193.08870408870408
1443,193.04986149584488
1444,193.0235294117647
1445,193.00553250345783
1446,192.98617829993088
1447,192.9696132596685
1448,192.92132505175982
1449,192.85241379310344
1450,192.78359751895243
1451,192.69903581267218
1452,192.62560220234
1453,192.55433287482805
1454,192.4831615120275
1455,192.39285714285714
1456,192.37336993822925
1457,192.35528120713306
1458,192.40507196710075
1459,192.45342465753424
1460,192.49349760438056
1461,192.53146374829
1462,192.5639097744361
1463,192.5915300546448
1464,192.61160409556314
1465,192.60027285129604
1466,192.5685071574642
1467,192.5006811989101
1468,192.53846153846155
1469,192.57074829931972
1470,192.59823249490142
1471,192.61345108695653
1472,192.6245756958588
1473,192.62415196743555
1474,192.61288135593222
1475,192.59823848238483
1476,192.5666892349357
1477,192.53382949932342
1478,192.51183231913456
1479,192.49932432432433
1480,192.4875084402431
1481,192.46828609986505
1482,192.45043830074175
1483,192.4797843665768
1484,192.5191919191919
1485,192.56393001345896
1486,192.6126429051782
1487,192.65994623655914
1488,192.7058428475487
1489,192.7536912751678
1490,192.8148893360161
1491,192.87466487935657
1492,192.92431346282652
1493,192.97121820615797
1494,193.01672240802677
1495,193.05882352941177
1496,193.09886439545758
1497,193.1388518024032
1498,193.1821214142762
1499,193.22066666666666
1500,193.25716189207196
1501,193.28295605858855
1502,193.31270791749833
1503,193.35837765957447
1504,193.40465116279069
1505,193.44820717131475
1506,193.4890510948905
1507,193.52519893899205
1508,193.55931080185553
1509,193.59668874172186
1510,193.6340172071476
1511,193.66997354497354
1512,193.68869795109055
1513,193.69484808454425
1514,193.7009900990099
1515,193.68007915567281
1516,193.659195781147
1517,193.63438735177866
1518,193.6714944042133
1519,193.68552631578947
1520,193.6955950032873
1521,193.7017082785808
1522,193.70781352593565
1523,193.70669291338584
1524,193.69180327868852
1525,193.67103538663173
1526,193.65029469548134
1527,193.61649214659687
1528,193.59319816873773
1529,193.58104575163398
1530,193.56172436316135
1531,193.54373368146213
1532,193.52315720808872
1533,193.5026075619296
1534,193.48403908794788
1535,193.47981770833334
1536,193.4814573845153
1537,193.4707412223667
1538,193.45029239766083
1539,193.42987012987012
1540,193.3906554185594
1541,193.3443579766537
1542,193.32793259883343
1543,193.38665803108807
1544,193.4336569579288
1545,193.47865459249675
1546,193.51777634130576
1547,193.55297157622738
1548,193.59715945771467
1549,193.65548387096774
1550,193.70406189555126
1551,193.75257731958763
1552,193.80103026400516
1553,193.84555984555985
1554,193.88038585209003
1555,193.89845758354755
1556,193.83365446371226
1557,193.76829268292684
1558,193.77998717126363
1559,193.79166666666666
1560,193.83664317745036
1561,193.8809218950064
1562,193.89443378119003
1563,193.90409207161125
1564,193.90287539936102
1565,193.8882503192848
1566,193.85513720485002
1567,193.82589285714286
1568,193.80433397068197
1569,193.79171974522293
1570,193.77975811584977
1571,193.76081424936388
1572,193.7431659249841
1573,193.71855146124523
1574,193.6977777777778
1575,193.68464467005077
1576,193.68040583386176
1577,193.68187579214197
1578,193.67131095630145
1579,193.63291139240508
1580,193.58570524984188
1581,193.52022756005056
1582,193.44535691724573
1583,193.41414141414143
1584,193.42271293375396
1585,193.42875157629257
1586,193.43478260869566
1587,193.43261964735515
1588,193.42605412208937
1589,193.42327044025157
1590,193.40351979886864
1591,193.38379396984925
1592,193.36220966729442
1593,193.34065244667502
1594,193.3347962382445
1595,193.31766917293234
1596,193.30494677520352
1597,193.31351689612015
1598,193.31519699812384
1599,193.311875
1600,193.31792629606497
1601,193.3370786516854
1602,193.36369307548347
1603,193.38840399002493
1604,193.395015576324
1605,193.4041095890411
1606,193.4144368388301
1607,193.44465174129354
1608,193.48042262274706
1609,193.51552795031057
1610,193.5505896958411
1611,193.57258064516128
1612,193.5840049597024
1613,193.5898389095415
1614,193.59566563467493
1615,193.59405940594058
1616,193.58503401360545
1617,193.57231149567366
1618,193.5713403335392
1619,193.57716049382717
1620,193.58112276372609
1621,193.57459926017262
1622,193.56253850893407
1623,193.564039408867
1624,193.59076923076924
1625,193.6070110701107
1626,193.6220036877689
1627,193.63022113022112
1628,193.6279926335175
1629,193.62147239263803
1630,193.61863887185777
1631,193.59742647058823
1632,193.56276791181872
1633,193.52141982864137
1634,193.48929663608564
1635,193.4700488997555
1636,193.46731826511913
1637,193.47924297924297
1638,193.4856619890177
1639,193.49207317073171
1640,193.50274223034734
1641,193.51461632155906
1642,193.51369446135118
1643,193.5243309002433
1644,193.54468085106382
1645,193.57047387606318
1646,193.59441408621737
1647,193.6007281553398
1648,193.60946027895693
1649,193.61575757575758
1650,193.63779527559055
1651,193.67009685230025
1652,193.71324863883848
1653,193.7515114873035
1654,193.77280966767373
1655,193.78381642512076
1656,193.7821363910682
1657,193.773220747889
1658,193.7606992163954
1659,193.75963855421688
1660,193.76520168573148
1661,193.76895306859205
1662,193.76247745039086
1663,193.75060096153845
1664,193.74354354354355
1665,193.7280912364946
1666,193.70545890821836
1667,193.68705035971223
1668,193.66686638705812
1669,193.64670658682635
1670,193.63255535607422
1671,193.62021531100478
1672,193.62223550508068
1673,193.62544802867384
1674,193.63164179104479
1675,193.62470167064438
1676,193.61359570661895
1677,193.61084624553038
1678,193.6063132817153
1679,193.58154761904763
1680,193.55145746579416
1681,193.55766944114148
1682,193.57278669043376
1683,193.5896674584323
1684,193.60296735905044
1685,193.6067615658363
1686,193.60640189685833
1687,193.59656398104266
1688,193.58673771462404
1689,193.58461538461538
1690,193.58131283264342
1691,193.5821513002364
1692,193.58062610750147
1693,193.58028335301063
1694,193.57581120943954
1695,193.5754716981132
1696,193.5751325869181
1697,193.58127208480565
1698,193.58917010005885
1699,193.5964705882353
1700,193.58788947677837
1701,193.56404230317273
1702,193.5267175572519
1703,193.4894366197183
1704,193.44868035190615
1705,193.4126611957796
1706,193.3766842413591
1707,193.36475409836066
1708,193.35166764189586
1709,193.33859649122806
1710,193.31034482758622
1711,193.25934579439252
1712,193.19614711033276
1713,193.1318553092182
1714,193.0734693877551
1715,193.05011655011654
1716,193.0133954571928
1717,192.976717112922
1718,192.93659104130307
1719,192.90116279069767
1720,192.86577571179546
1721,192.85423925667828
1722,192.84155542658155
1723,192.82888631090486
1724,192.80115942028985
1725,192.75086906141368
1726,192.6884771279676
1727,192.625
1728,192.55986119144015
1729,192.49306358381503
1730,192.42229924898902
1731,192.35103926096997
1732,192.30986728216965
1733,192.3073817762399
1734,192.3037463976945
1735,192.30414746543778
1736,192.30397236614854
1737,192.295166858458
1738,192.28694652098906
1739,192.27586206896552
1740,192.26249282021826
1741,192.25028702640643
1742,192.24096385542168
1743,192.2322247706422
1744,192.23266475644698
1745,192.23654066437572
1746,192.23239839725244
1747,192.22826086956522
1748,192.22927387078332
1749,192.2302857142857
1750,192.24043403769275
1751,192.25342465753425
1752,192.26811180832857
1753,192.26795895096922
1754,192.26039886039885
1755,192.24145785876993
1756,192.22936824132043
1757,192.21786120591582
1758,192.20579874928936
1759,192.20795454545456
1760,192.20556501987508
1761,192.20261066969354
1762,192.17356778218945
1763,192.13662131519274
1764,192.10028328611898
1765,192.06002265005662
1766,192.0215053763441
1767,191.98190045248867
1768,191.94120972300735
1769,191.9180790960452
1770,191.89497459062676
1771,191.87641083521444
1772,191.8409475465313
1773,191.85456595264938
1774,191.86816901408451
1775,191.87274774774775
1776,191.87450759707372
1777,191.87514060742407
1778,191.86677908937605
1779,191.85842696629214
1780,191.85738349241998
1781,191.85521885521885
1782,191.85698261357263
1783,191.85650224215246
1784,191.85714285714286
1785,191.8538633818589
1786,191.85450475657527
1787,191.86017897091722
1788,191.86864169927333
1789,191.87653631284917
1790,191.8782802903406
1791,191.87109375
1792,191.8622420524261
1793,191.84559643255295
1794,191.82395543175488
1795,191.793429844098
1796,191.77573734001112
1797,191.75417130144606
1798,191.7254030016676
1799,191.69555555555556
1800,191.6612992781788
1801,191.63429522752497
1802,191.61785912368276
1803,191.5920177383592
1804,191.5650969529086
1805,191.5487264673311
1806,191.5229662423907
1807,191.49446902654867
1808,191.46489773355444
1809,191.41988950276243
1810,191.41192711209277
1811,191.42825607064017
1812,191.47104247104247
1813,191.5137816979052
1814,191.5564738292011
1815,191.58259911894274
1816,191.5619152449092
1817,191.54510451045104
1818,191.5321605277625
1819,191.5346153846154
1820,191.53651839648543
1821,191.53896816684963
1822,191.54360943499725
1823,191.5455043859649
1824,191.54739726027398
1825,191.4934282584885
1826,191.43951833607005
1827,191.3577680525164
1828,191.25314379442318
1829,191.17103825136613
1830,191.09557618787548
1831,191.07914847161572
1832,191.06655755591925
1833,191.0692475463468
1834,191.07138964577658
1835,191.07407407407408
1836,191.0789330430049
1837,191.08106637649618
1838,191.0831973898858
1839,191.0298913043478
1840,190.9766431287344
1841,190.91259500542887
1842,190.92078133478026
1843,190.92190889370931
1844,190.9230352303523
1845,190.9165763813651
1846,190.89604764482945
1847,190.86309523809524
1848,190.83017847485127
1849,190.79405405405404
1850,190.7622906537007
1851,190.73056155507558
1852,190.7209929843497
1853,190.710355987055
1854,190.699730458221
1855,190.6751077586207
1856,190.62950996230478
1857,190.57265877287406
1858,190.5147928994083
1859,190.46774193548387
1860,190.43954862976895
1861,190.40547798066595
1862,190.3719806763285
1863,190.33476394849785
1864,190.29919571045576
1865,190.2625937834941
1866,190.2710230316015
1867,190.27997858672376
1868,190.28678437667202
1869,190.29625668449196
1870,190.30892570817744
1871,190.30982905982907
1872,190.30379071009077
1873,190.28868729989327
1874,190.26933333333332
1875,190.2675906183369
1876,190.27064464571123
1877,190.2758253461129
1878,190.27833954230974
1879,190.2808510638298
1880,190.28176501860713
1881,190.2757704569607
1882,190.2607541157727
1883,190.23566878980893
1884,190.22281167108753
1885,190.20996818663838
1886,190.20296767355592
1887,190.1896186440678
1888,190.15669666490206
1889,190.1121693121693
1890,190.06081438392386
1891,190.00951374207187
1892,189.9513998943476
1893,189.9039070749736
1894,189.8965699208443
1895,189.89504219409284
1896,189.90247759620453
1897,189.91095890410958
1898,189.92101105845182
1899,189.93105263157895
1900,189.9563387690689
1901,189.9831756046267
1902,190.00893326326852
1903,190.0283613445378
1904,190.046719160105
1905,190.06243441762854
1906,190.0650235972732
1907,190.05765199161425
1908,190.04295442640125
1909,190.0240837696335
1910,190.0225013082156
1911,190.02562761506277
1912,190.0308416100366
1913,190.03343782654127
1914,190.03603133159268
1915,190.03862212943633
1916,190.03129890453835
1917,190.01668404588114
1918,189.98905680041688
1919,189.96875
1920,189.95419052576784
1921,189.92819979188346
1922,189.90119604784192
1923,189.85966735966736
1924,189.81922077922079
1925,189.77622014537903
1926,189.7280747275558
1927,189.67894190871368
1928,189.63608087091757
1929,189.60518134715025
1930,189.56343863283274
1931,189.518115942029
1932,189.48111743404036
1933,189.45398138572907
1934,189.4315245478036
1935,189.411673553719
1936,189.38100154878677
1937,189.34055727554178
1938,189.29087158329037
1939,189.24123711340206
1940,189.1885625965997
1941,189.12667353244078
1942,189.06484817292846
1943,189.0406378600823
1944,189.0426735218509
1945,189.0447070914697
1946,189.03595274781716
1947,189.02258726899385
1948,189.03796818881477
1949,189.05282051282052
1950,189.058431573552
1951,189.06045081967213
1952,189.06246799795187
1953,189.06243602865916
1954,189.093094629156
1955,189.12985685071575
1956,189.16658150229944
1957,189.1920326864147
1958,189.21235324144973
1959,189.21428571428572
1960,189.21621621621622
1961,189.19826707441388
1962,189.18390219052472
1963,189.17566191446028
1964,189.17913486005088
1965,189.1846388606307
1966,189.18759532282664
1967,189.1905487804878
1968,189.19248349415946
1969,189.1944162436548
1970,189.14561136478946
1971,189.09685598377283
1972,189.02584896097315
1973,188.9549138804458
1974,188.85924050632912
1975,188.77024291497975
1976,188.75222198135702
1977,188.75964177379748
1978,188.76698188118098
1979,188.77424242424243
1980,188.781423523473
1981,188.78852529912066
1982,188.79554787119082
1983,188.802491359447
1984,188.80935588341129
1985,188.81614156236515
1986,188.82284851534976
1987,188.829476861167
1988,188.83602671837966
1989,188.84249820531227
1990,188.84889144005166
1991,188.8552065404475
1992,188.86144362411298
1993,188.8676028084253
1994,188.8736842105263
1995,188.87968794732322
1996,188.88561413548894
1997,188.89146289146288
1998,188.89723433145144
1999,188.9029285714286
2000,188.90854572713644
2001,188.91408591408592
2002,188.91954924755726
2003,188.92493584260052
2004,188.93024581403634
2005,188.93547927645633
2006,188.9406363442238
2007,188.9457171314741
2008,188.95072175211547
2009,188.95565031982943
2010,188.9605029480713
2011,188.965279750071
2012,188.9699808388333
2013,188.97460632713862
2014,188.97915632754342
2015,188.98363095238096
2016,188.9880303137616
2017,188.99235452357354
2018,188.99660369348334
2019,189.00077793493634
2020,189.00487735915743
2021,189.00890207715133
2022,189.01285219970342
2023,189.01672783738002
2024,189.0205291005291
2025,189.02425609928076
2026,189.02790894354783
2027,189.03148774302622
2028,189.03499260719568
2029,189.0384236453202
2030,189.0417809664486
2031,189.04506467941508
2032,189.04827489283957
2033,189.05141171512852
2034,189.05447525447525
2035,189.0574656188605
2036,189.06038291605302
2037,189.06322725361
2038,189.0659987388776
2039,189.0686974789916
2040,189.07160355567999
2041,189.0747166643347
2042,189.07775680022377
2043,189.0807240704501
2044,189.0836185819071
2045,189.08644044127917
2046,189.0891897550422
2047,189.09186662946428
2048,189.09447117060586
2049,189.09700348432057
2050,189.09946367625548
2051,189.10185185185185
2052,189.10416811634542
2053,189.106412574767
2054,189.10858533194298
2055,189.11068649249583
2056,189.1127161608445
2057,189.11467444120504
2058,189.11656143759106
2059,189.11837725381415
2060,189.12012199348445
2061,189.12179576001108
2062,189.12339865660272
2063,189.124930786268
2064,189.126392251816
2065,189.12778315585672
2066,189.12917271407838
2067,189.13049184857695
2068,189.13174066146516
2069,189.1329192546584
2070,189.13402772987513
2071,189.13506618863764
2072,189.13603473227207
2073,189.13693346190936
2074,189.13776247848537
2075,189.13852188274154
2076,189.13921177522525
2077,189.1398322562904
2078,189.1403834260977
2079,189.14086538461538
2080,189.14127823161942
2081,189.1416220666941
2082,189.14189698923255
2083,189.14210309843708
2084,189.14224049331963
2085,189.1423092727024
2086,189.142309535218
2087,189.14224137931035
2088,189.14210490323464
2089,189.1419002050581
2090,189.14162738266037
2091,189.14128653373396
2092,189.1408777557846
2093,189.1404011461318
2094,189.1398568019093
2095,189.13924482006544
2096,189.13856529736358
2097,189.13781833038266
2098,189.1370040155176
2099,189.1361224489796
2100,189.13517372679675
2101,189.13415794481446
2102,189.13307519869574
2103,189.13192558392177
2104,189.13070919579232
2105,189.12942612942612
2106,189.12807647976135
2107,189.12666034155598
2108,189.12517780938833
2109,189.12362897765743
2110,189.12201394058334
2111,189.1203327922078
2112,189.11858562639443
2113,189.11771861062306
2114,189.12198581560284
2115,189.12618147448015
2116,189.13030568864298
2117,189.13435855928773
2118,189.13834018741994
2119,189.14225067385445
2120,189.146090119216
2121,189.14985862393968
2122,189.15355628827132
2123,189.15718321226797
2124,189.1607394957983
2125,189.1642252385432
2126,189.16764053999597
2127,189.17098549946294
2128,189.17426021606389
2129,189.1774647887324
2130,189.18059931621642
2131,189.18366389707853
2132,189.1866586296966
2133,189.18958361226402
2134,189.19243894279023
2135,189.19522471910113
2136,189.1979410388395
2137,189.20058799946545
2138,189.20316569825687
2139,189.20567423230975
2140,189.20811369853874
2141,189.21048419367747
2142,189.21278581427904
2143,189.2150186567164
2144,189.21718281718282
2145,189.21927839169217
2146,189.22130547607958
2147,189.2232641660016
2148,189.2251545569368
2149,189.22697674418603
2150,189.22873082287308
2151,189.23041688794478
2152,189.2320350341716
2153,189.233585356148
2154,189.235067948293
2155,189.23648290485025
2156,189.23783031988873
2157,189.23911028730305
2158,189.24032290081388
2159,189.24146825396824
2160,189.24254644014013
2161,189.24355755253072
2162,189.24450168416882
2163,189.24537892791128
2164,189.24618937644343
2165,189.24699907663896
2166,189.24774210561014
2167,189.24841855561414
2168,189.24902851873804
2169,189.24957208689926
2170,189.25004935184577
2171,189.25046040515653
2172,189.25080533824206
2173,189.2510842423446
2174,189.25129720853857
2175,189.2514443277311
2176,189.2515256906621
2177,189.25154138790504
2178,189.25149150986692
2179,189.2516382699869
2180,189.2517848955263
2181,189.25186591593558
2182,189.25188142137296
2183,189.2518315018315
2184,189.2517162471396
2185,189.2515357469612
2186,189.25129009079626
2187,189.2509793679812
2188,189.2506036676891
2189,189.2501630789302
2190,189.24965769055225
2191,189.24908759124088
2192,189.2484528695199
2193,189.2477536137518
2194,189.24698991213796
2195,189.24616185271924
2196,189.24526952337604
2197,189.24431301182892
2198,189.24329240563893
2199,189.2422077922078
2200,189.24105925877848
2201,189.23984689243545
2202,189.23857078010505
2203,189.23723100855588
2204,189.2358276643991
2205,189.23436083408885
2206,189.2328306039226
2207,189.2312370600414
2208,189.22958028843044
2209,189.2278603749192
2210,189.22607740518188
2211,189.22423146473778
2212,189.22232263895165
2213,189.22035101303393
2214,189.21831667204128
2215,189.21621970087674
2216,189.21406018429022
2217,189.21183820687878
2218,189.209553853087
2219,189.2072072072072
2220,189.20479835338008
2221,189.2023273755947
2222,189.1997943576891
2223,189.19719938335047
2224,189.19666131621187
2225,189.19638043896802
2226,189.19603566617485
2227,189.19562708386766
2228,189.1951547779273
2229,189.19461883408073
2230,189.194019337901
2231,189.193356374808
2232,189.19263003006844
2233,189.19184038879652
2234,189.19098753595398
2235,189.19007155635063
2236,189.1890925346446
2237,189.18805055534278
2238,189.18694570280098
2239,189.18577806122448
2240,189.18454771466818
2241,189.1832547470371
2242,189.1818992420865
2243,189.18048128342247
2244,189.17900095450207
2245,189.17745833863376
2246,189.17585351897768
2247,189.174186578546
2248,189.17245760020327
2249,189.17066666666668
2250,189.16881386050645
2251,189.16689926414617
2252,189.16492295986305
2253,189.1628850297883
2254,189.1607855559075
2255,189.1586246200608
2256,189.15640230394328
2257,189.15411868910542
2258,189.15177385695316
2259,189.14936788874843
2260,189.14690086560938
2261,189.1443728685108
2262,189.1417839782842
2263,189.13913427561837
2264,189.1364238410596
2265,189.13365275501198
2266,189.13082109773774
2267,189.1279289493575
2268,189.1249763898508
2269,189.12196349905602
2270,189.11889035667107
2271,189.11575704225353
2272,189.11256363522094
2273,189.10931021485112
2274,189.10599686028257
2275,189.1026236505147
2276,189.09919066440807
2277,189.0956979806848
2278,189.09214567792893
2279,189.08853383458649
2280,189.084862528966
2281,189.08113183923876
2282,189.0773418434391
2283,189.07349261946462
2284,189.06958424507658
2285,189.06561679790028
2286,189.06159035542507
2287,189.057504995005
2288,189.05336079385881
2289,189.04915782907048
2290,189.04489617758932
2291,189.04057591623035
2292,189.03619712167466
2293,189.03182214472537
2294,189.0273887332711
2295,189.0228969636635
2296,189.0183469121214
2297,189.01373865473082
2298,189.00907226744548
2299,189.00434782608696
2300,188.99956540634506
2301,188.9947250837781
2302,188.98982693381305
2303,188.98487103174602
2304,188.9798574527425
2305,188.97478627183744
2306,188.96965756393584
2307,188.96447140381284
2308,188.95922786611396
2309,188.9539270253556
2310,188.94856895592508
2311,188.94315373208107
2312,188.9376814279538
2313,188.93215211754537
2314,188.92656587473002
2315,188.92092277325438
2316,188.91522288673778
2317,188.9094662886725
2318,188.90365305242406
2319,188.89778325123154
2320,188.89185695820768
2321,188.88587424633937
2322,188.8798351884878
2323,188.87373985738873
2324,188.86758832565283
2325,188.86138066576586
2326,188.855116950089
2327,188.8487972508591
2328,188.84242164018892
2329,188.83599019006746
2330,188.8295029723601
2331,188.82296005880912
2332,188.81636152103363
2333,188.80970743053007
2334,188.80299785867237
2335,188.79623287671234
2336,188.7894125557797
2337,188.78253696688256
2338,188.77560618090757
2339,188.76862026862025
2340,188.76157930066518
2341,188.75448334756618
2342,188.74733247972685
2343,188.74012676743052
2344,188.73286628084068
2345,188.7255510900012
2346,188.71818126483657
2347,188.7107568751521
2348,188.70327799063432
2349,188.69574468085105
2350,188.68815701525187
2351,188.68051506316812
2352,188.67281889381337
2353,188.66506857628352
2354,188.6572641795572
2355,188.64940577249575
2356,188.64149342384388
2357,188.6335272022295
2358,188.62550717616423
2359,188.61743341404357
2360,188.60930598414714
2361,188.60112495463892
2362,188.5928903935675
2363,188.58460236886634
2364,188.576260948354
2365,188.56786619973434
2366,188.5594181905969
2367,188.550916988417
2368,188.542362660556
2369,188.5337552742616
2370,188.52509489666807
2371,188.51638159479643
2372,188.50761543555475
2373,188.49879648573835
2374,188.48992481203007
2375,188.48100048100048
2376,188.47202355910812
2377,188.46299411269976
2378,188.45391220801056
2379,188.44477791116446
2380,188.43559128817424
2381,188.4263524049418
2382,188.41706132725855
2383,188.40771812080536
2384,188.39832285115304
2385,188.38887558376243
2386,188.37937638398466
2387,188.3698253170615
2388,188.36022244812534
2389,188.35056784219964
2390,188.3408615641991
2391,188.33110367892976
2392,188.32129425108948
2393,188.31143334526791
2394,188.3015210259469
2395,188.29155735750058
2396,188.28154240419573
2397,188.27147623019184
2398,188.26135889954148
2399,188.2511904761905
2400,188.2409710239781
2401,188.23070060663733
2402,188.22037928779503
2403,188.2100071309722
2404,188.1995841995842
2405,188.189110556941
2406,188.17858626624727
2407,188.16801139060274
2408,188.15738599300244
2409,188.14671013633668
2410,188.13598388339162
2411,188.12520729684908
2412,188.1143804392872
2413,188.10350337318027
2414,188.09257616089914
2415,188.08159886471145
2416,188.0705715467817
2417,188.0594942691717
2418,188.04836709384043
2419,188.03719008264463
2420,188.02596329733876
2421,188.01468679957532
2422,188.00336065090502
2423,187.99198491277699
2424,187.98055964653904
2425,187.96908491343777
2426,187.95756077461888
2427,187.94598729112732
2428,187.93436452390753
2429,187.92269253380363
2430,187.91097138155962
2431,187.89920112781957
2432,187.88738183312782
2433,187.87551355792934
2434,187.86359636256967
2435,187.85163030729532
2436,187.83961545225392
2437,187.82755185749443
2438,187.81543958296726
2439,187.80327868852459
2440,187.79106923392052
2441,187.77881127881128
2442,187.76650488275538
2443,187.75415010521394
2444,187.74174700555068
2445,187.72929564303237
2446,187.71679607682876
2447,187.70424836601308
2448,187.69165256956194
2449,187.6790087463557
2450,187.66631695517864
2451,187.65357725471918
2452,187.64078970357
2453,187.6279543602282
2454,187.61507128309572
2455,187.6021405304793
2456,187.58916216059072
2457,187.57613623154714
2458,187.56306280137105
2459,187.54994192799072
2460,187.53677366924015
2461,187.52355808285947
2462,187.510295226495
2463,187.49982606679035
2464,187.4936540133295
2465,187.48742903487428
2466,187.48115119578435
2467,187.4748205603149
2468,187.46843719261702
2469,187.46200115673798
2470,187.45551251662138
2471,187.44897133610726
2472,187.44237767893247
2473,187.4357316087308
2474,187.4290331890332
2475,187.42228248326794
2476,187.41547955476094
2477,187.40862446673583
2478,187.4017172823143
2479,187.39475806451614
2480,187.38774687625957
2481,187.38068378036147
2482,187.37356883953743
2483,187.3664021164021
2484,187.35918367346937
2485,187.35191357315253
2486,187.34459187776437
2487,187.3372186495177
2488,187.3297939505252
2489,187.32231784279978
2490,187.31479038825486
2491,187.30721164870442
2492,187.29958168586327
2493,187.29190056134723
2494,187.28416833667336
2495,187.2763850732601
2496,187.26855083242748
2497,187.26066567539746
2498,187.25272966329388
2499,187.24474285714285
2500,187.23670531787286
2501,187.22861710631494
2502,187.22047828320302
2503,187.21228890917388
2504,187.2040490447676
2505,187.19575875042753
2506,187.18741808650066
2507,187.17902711323765
2508,187.17058589079315
2509,187.16209447922597
2510,187.15355293849916
2511,187.14496132848043
2512,187.13631970894207
2513,187.12762813956132
2514,187.11888667992048
2515,187.11009538950717
2516,187.1012543277144
2517,187.09236355384093
2518,187.08342312709124
2519,187.07443310657595
2520,187.06539355131184
2521,187.05630452022206
2522,187.04716607213635
2523,187.03797826579128
2524,187.02874115983028
2525,187.01945481280399
2526,187.01011928317033
2527,187.00073462929475
2528,186.9913009094504
2529,186.98181818181817
2530,186.97228650448722
2531,186.96270593545475
2532,186.95307653262645
2533,186.94339835381666
2534,186.93367145674839
2535,186.92389589905363
2536,186.91407173827355
2537,186.9041990318586
2538,186.89427783716874
2539,186.88430821147355
2540,186.87429021195254
2541,186.86422389569518
2542,186.85410931970114
2543,186.8439465408805
2544,186.8337356160539
2545,186.82347660195265
2546,186.81316955521902
2547,186.80281453240636
2548,186.79241158997928
2549,186.78196078431372
2550,186.77146217169738
2551,186.7609158083296
2552,186.75032175032175
2553,186.73968005369727
2554,186.72899077439195
2555,186.71825396825398
2556,186.7074696910442
2557,186.69663799843627
2558,186.68575894601688
2559,186.6748325892857
2560,186.66385898365593
2561,186.6528381844541
2562,186.64177024692046
2563,186.63065522620906
2564,186.6194931773879
2565,186.60828415543926
2566,186.5970282152596
2567,186.58572541165998
2568,186.57437579936607
2569,186.56297943301834
2570,186.5515363671723
2571,186.5400466562986
2572,186.5285103547832
2573,186.51692751692752
2574,186.50529819694867
2575,186.49362244897958
2576,186.48190032706913
2577,186.47013188518233
2578,186.45831717720046
2579,186.44645625692138
2580,186.43454917805946
2581,186.42259599424588
2582,186.4105967590288
2583,186.3985515258735
2584,186.38646034816247
2585,186.37432327919566
2586,186.36214037219062
2587,186.34991168028262
2588,186.33763725652486
2589,186.3253171538886
2590,186.3129514252633
2591,186.30054012345678
2592,186.2880833011955
2593,186.2755810111246
2594,186.26303330580788
2595,186.25044023772836
2596,186.2378018592882
2597,186.22511822280876
2598,186.21238938053096
2599,186.19961538461538
2600,186.1867962871423
2601,186.173932140112
2602,186.1610229954448
2603,186.14806890498136
2604,186.1350699204826
2605,186.1220260936301
2606,186.10893747602609
2607,186.0958041191937
2608,186.082626074577
2609,186.0694033935413
2610,186.0561361273732
2611,186.0428243272807
2612,186.0294680443934
2613,186.01606732976282
2614,186.0026222343622
2615,185.98913280908693
2616,185.97559910475462
2617,185.9620211721052
2618,185.94839906180113
2619,185.93473282442747
2620,185.92102251049218
2621,185.90726817042608
2622,185.8934698545831
2623,185.87962761324042
2624,185.86574149659864
2625,185.85181155478185
2626,185.83783783783784
2627,185.8238203957382
2628,185.80975927837852
2629,185.79565453557848
2630,185.78150621708204
2631,185.76731437255754
2632,185.75307905159787
2633,185.73880030372058
2634,185.72447817836812
2635,185.71011272490787
2636,185.6957039926323
2637,185.68125203075923
2638,185.66675688843176
2639,185.65221861471863
2640,185.63763725861415
2641,185.6230128690386
2642,185.60834549483812
2643,185.59363518478494
2644,185.57888198757763
2645,185.56408595184104
2646,185.54924712612663
2647,185.53436555891238
2648,185.51944129860325
2649,185.504474393531
2650,185.48946489195453
2651,185.4744128420599
2652,185.45931829196059
2653,185.4441812896975
2654,185.42900188323918
2655,185.41378012048193
